Date,Competition,,VT,UB,BB,FX,AA,Full_Name,Nation,Birthdate,comp_year,Comp_Year
Mar 10-12,International Gymnix,EF,13.925*,,11.9,13.275,,Giorgia Villa,Italy,23-Feb-03,,2018
Mar 10-12,International Gymnix,AA,14.734,13.767,13.434,13.567,55.502,Giorgia Villa,Italy,23-Feb-03,,2018
25-Feb,1st Italian Serie A,AA,14.45,13.7,13.2,13.9,55.25,Giorgia Villa,Italy,23-Feb-03,,2018
Nov 5-6,Tournoi International,AA,15.25,14.4,13.6,14.05,57.3,Giorgia Villa,Italy,23-Feb-03,,2017
Jul 9-10,Italian Championships,EF,,14.25,,13.9,,Giorgia Villa,Italy,23-Feb-03,,2017
Jul 9-10,Italian Championships,AA,,14.2,,13.15,,Giorgia Villa,Italy,23-Feb-03,,2017
21-May,Italian Junior Friendly,AA,,,,,54.6,Giorgia Villa,Italy,23-Feb-03,,2017
7-May,4th Italian Serie A,AA,14.35,11.7,13.15,12.6,51.8,Giorgia Villa,Italy,23-Feb-03,,2017
2-Apr,3rd Italian Serie A,AA,13.95,13.85,13.55,13.4,54.75,Giorgia Villa,Italy,23-Feb-03,,2017
Mar 19-20,City of Jesolo Trophy,EF,,14,,12.9,,Giorgia Villa,Italy,23-Feb-03,,2017
Mar 19-20,City of Jesolo Trophy,AA,13.8,14.15,13.15,13.25,54.35,Giorgia Villa,Italy,23-Feb-03,,2017
5-Mar,2nd Italian Serie A,AA,14.15,12.35,12.7,12.8,52,Giorgia Villa,Italy,23-Feb-03,,2017
7-Feb,1st Italian Serie A,AA,14.3,14.15,13.4,14.1,55.95,Giorgia Villa,Italy,23-Feb-03,,2017
9-May,4th Italian Serie A,AA,13.5,13.6,13.4,13.5,54,Giorgia Villa,Italy,23-Feb-03,,2016
Mar 25-29,City of Jesolo Trophy,AA,13.4,13.35,11.85,12.7,51.3,Giorgia Villa,Italy,23-Feb-03,,2016
Mar 25-29,City of Jesolo Trophy,QF,13.55,12,13.6,13.45,52.6,Giorgia Villa,Italy,23-Feb-03,,2016
11-Mar,3rd Italian Serie A,AA,13.9,13.15,12.45,13.85,53.35,Giorgia Villa,Italy,23-Feb-03,,2016
Dec 11-12,Italian Gold Championships,EF,13.825*,,12.5,13.1,,Chiara Vincenzi,Italy,20-Oct-05,,2022
Dec 11-12,Italian Gold Championships,AA,13.65,9.9,11.5,12.85,47.9,Chiara Vincenzi,Italy,20-Oct-05,,2022
Jul 10-11,Italian Championships,EF,,11.8,12.55,,,Chiara Vincenzi,Italy,20-Oct-05,,2022
Jul 10-11,Italian Championships,AA,13.35,13,12.7,11.35,50.4,Chiara Vincenzi,Italy,20-Oct-05,,2022
Jun 25-27,FIT Challenge,EF,,,12.85,,,Chiara Vincenzi,Italy,20-Oct-05,,2022
Jun 25-27,FIT Challenge,AA,13.266,12.475,12.825,12.6,51.166,Chiara Vincenzi,Italy,20-Oct-05,,2022
May 15-16,Italian Serie A Final Six,TF,,12.85,13.35,12.6,,Chiara Vincenzi,Italy,20-Oct-05,,2022
May 15-16,Italian Serie A Final Six,QF,,12.6,11.45,12.85,,Chiara Vincenzi,Italy,20-Oct-05,,2022
6-Mar,1st Italian Serie A,AA,13.5,13.3,13.2,12.8,52.8,Chiara Vincenzi,Italy,20-Oct-05,,2022
6-Mar,1st Italian Serie A,,,,,,,Chiara Vincenzi,Italy,20-Oct-05,,2022
Nov 21-22,Italian Serie A Final Six,TF,,12.55,12,11.75,,Chiara Vincenzi,Italy,20-Oct-05,,2021
Nov 21-22,Italian Serie A Final Six,QF,13.45,13.2,,13.05,,Chiara Vincenzi,Italy,20-Oct-05,,2021
Nov 6-8,Italian Championships,EF,,,,12.55,,Chiara Vincenzi,Italy,20-Oct-05,,2021
Nov 6-8,Italian Championships,AA,13.35,11.4,12,13.1,49.85,Chiara Vincenzi,Italy,20-Oct-05,,2021
1-Nov,Italian Gold Junior Championships,EF,13.650*,13.15,11.4,,,Chiara Vincenzi,Italy,20-Oct-05,,2021
1-Nov,Italian Gold Junior Championships,AA,13.85,13.15,11.3,13.25,51.55,Chiara Vincenzi,Italy,20-Oct-05,,2021
17-Oct,3rd Italian Serie A,AA,13.55,13.2,9.9,13.4,50.05,Chiara Vincenzi,Italy,20-Oct-05,,2021
22-Feb,2nd Italian Serie A,AA,13.5,12.6,13.4,12.4,51.9,Chiara Vincenzi,Italy,20-Oct-05,,2021
Jan 31-Feb 1,1st Italian Serie A,AA,13.55,11.4,12.4,11.1,48.45,Chiara Vincenzi,Italy,20-Oct-05,,2021
Sep 26-28,Mediterranean Championships,EF,13.216*,11.733,,12.266,,Chiara Vincenzi,Italy,20-Oct-05,,2020
Sep 26-28,Mediterranean Championships,AA,13.466,12.366,12.066,12.333,50.231,Chiara Vincenzi,Italy,20-Oct-05,,2020
Jul 20-28,European Youth Olympic Festival,QF,13.15,12.4,11.8,12.75,50.1,Chiara Vincenzi,Italy,20-Oct-05,,2020
6-Jul,Sainté Gym Cup,AA,13.4,12.05,11.6,13.05,50.1,Chiara Vincenzi,Italy,20-Oct-05,,2020
Jun 24-30,Junior World Championships,AA,13.4,12.533,12.466,12.666,51.065,Chiara Vincenzi,Italy,20-Oct-05,,2020
Jun 8-9,FIT Challenge,TF,,12.533,,12.533,,Chiara Vincenzi,Italy,20-Oct-05,,2020
Jun 8-9,FIT Challenge,AA,13.733,12.533,12.4,12.866,51.532,Chiara Vincenzi,Italy,20-Oct-05,,2020
4-May,3rd Italian Serie A,AA,13.35,,,13.35,,Chiara Vincenzi,Italy,20-Oct-05,,2020
30-Mar,2nd Italian Serie A,AA,13.8,12.2,10.65,13.05,49.7,Chiara Vincenzi,Italy,20-Oct-05,,2020
Mar 2-3,City of Jesolo Trophy,AA,13.133,12.667,11.8,12.867,50.467,Chiara Vincenzi,Italy,20-Oct-05,,2020
23-Feb,1st Italian Serie A,AA,13.1,,,12.85,,Chiara Vincenzi,Italy,20-Oct-05,,2020
Nov 10-11,Tournoi International,EF,13.300*,,,12.6,,Chiara Vincenzi,Italy,20-Oct-05,,2019
Nov 10-11,Tournoi International,AA,13.833,12.05,12.267,13.15,51.3,Chiara Vincenzi,Italy,20-Oct-05,,2019
9-Jun,3rd Italian Serie A,AA,,10.95,11.9,12.25,,Chiara Vincenzi,Italy,20-Oct-05,,2019
May 18-20,Italian Gold Championships,EF,13,12.15,,12.1,,Chiara Vincenzi,Italy,20-Oct-05,,2019
May 18-20,Italian Gold Championships,AA,12.85,11.25,10.15,12.2,46.45,Chiara Vincenzi,Italy,20-Oct-05,,2019
5-May,2nd Italian Serie A,AA,,,11.8,12.3,,Chiara Vincenzi,Italy,20-Oct-05,,2019
4-Mar,1st Italian Serie A,AA,,,10.2,11.35,,Chiara Vincenzi,Italy,20-Oct-05,,2019
Oct 26-27,Rushmoor Rose Bowl,AA,12,8.85,11.75,9.85,42.45,Juliana Mya Amede Absolam,"Jamaica, formerly Great Britain",23-Oct-04,,2023
Sep 14-15,British Team Championships,AA,11.6,9.8,11.05,11.9,44.35,Juliana Mya Amede Absolam,"Jamaica, formerly Great Britain",23-Oct-04,,2023
Mar 14-17,British Championships,AA,,7.5,7.65,9.7,,Juliana Mya Amede Absolam,"Jamaica, formerly Great Britain",23-Oct-04,,2023
15-Sep,British Team Championships,AA,10.7,9.35,11.1,11.6,42.75,Juliana Mya Amede Absolam,"Jamaica, formerly Great Britain",23-Oct-04,,2019
Mar 8-11,British Championships,AA,12.25,9.7,11.05,11.7,44.7,Juliana Mya Amede Absolam,"Jamaica, formerly Great Britain",23-Oct-04,,2019
Jul 14-17,Pan American Championships,AA,11.733,9.433,9.133,9.067,39.366,Jamilia Juanita Duffus,Jamaica,12-Aug-04,,2023
Mar 27-29,British Championships,AA,10,8.45,11.55,11.7,41.7,Jade Lewis,"Jamaica, formerly Great Britain",2000,,2023
Mar 13-15,English Championships,AA,11.9,10.75,8.6,11.15,42.4,Jade Lewis,"Jamaica, formerly Great Britain",2000,,2023
Mar 28-30,British Championships,AA,11.75,8.55,9.7,9.9,39.9,Jade Lewis,"Jamaica, formerly Great Britain",2000,,2015
Mar 14-16,English Championships,AA,12.35,10.25,9.15,10.45,42.2,Jade Lewis,"Jamaica, formerly Great Britain",2000,,2015
Jul 14-17,Pan American Championships,AA,12.1,9.567,11.167,10.667,43.501,China Mattis,"Jamaica, formerly Great Britain",17-Jun-05,,2023
15-Sep,British Team Championships,AA,12.6,11,11.2,10.85,45.65,China Mattis,"Jamaica, formerly Great Britain",17-Jun-05,,2022
Jul 14-17,Pan American Championships,AA,12.867,13,11.333,11.267,48.467,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2023
Apr 7-9,English Championships,AA,13.6,13.5,12.6,11.1,50.8,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2022
Mar 24-26,British Championships,EF,,13.575,,,,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2022
Mar 24-26,British Championships,AA,,13.5,11.5,,,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2022
Mar 10-13,British Team Championships,AA,,,11.75,4.45,,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2017
Sep 25-27,Hungarian Grand Prix,EF,,13.55,,,,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2016
Sep 25-27,Hungarian Grand Prix,AA,,13.5,12.1,,,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2016
Mar 27-29,British Championships,EF,,14.4,14.4,,,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2016
Mar 27-29,British Championships,AA,,14.45,12.95,,,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2016
Mar 13-15,English Championships,EF,,14.05,12.95,,,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2016
Mar 28-30,British Championships,EF,14.700*,14.15,,13.35,,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2015
Mar 28-30,British Championships,AA,15,12.4,11.5,12.2,51.1,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2015
Mar 14-16,English Championships,AA,15,13.1,13.45,13.75,55.3,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2015
Jul 14-19,European Youth Olympic Festival,EF,14.300*,13.5,,,,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2014
Jul 14-19,European Youth Olympic Festival,AA,14.65,13.45,13.6,13.15,54.85,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2014
Jul 14-19,European Youth Olympic Festival,QF,14.75,13.4,13.85,12.7,54.7,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2014
Mar 22-24,British Championships,EF,13.300*,12.15,13.8,13.9,,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2014
Mar 22-24,British Championships,AA,14.45,13.2,14.1,13.3,55.05,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2014
5-Mar,English Championships,AA,14.5,11.75,12.75,13.35,52.35,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2014
Jan 16-20,Australian Youth Olympic Festival,AA,14.766,13.666,13,13.4,54.832,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2014
Jan 16-20,Australian Youth Olympic Festival,TF,14.066,13.1,13.666,13.033,53.865,Tyesha Tinekai Mattis,"Jamaica, formerly Great Britain",17-Apr-99,,2014
Oct 4-13,World Championships,QF,12.8,11.466,9.233,11.133,44.632,Kiara Aiesha Victoria Richmon,Jamaica,4-Feb-02,,2023
Jul 26-31,Pan American Games,QF,12.6,11.4,9.95,10.65,44.6,Kiara Aiesha Victoria Richmon,Jamaica,4-Feb-02,,2023
9-Feb,WOGA Classic,AA,12.65,9.15,9.7,11.4,42.9,Kiara Aiesha Victoria Richmon,Jamaica,4-Feb-02,,2023
Oct 25-Nov 3,World Championships,QF,12.566,8.566,7.466,10.033,38.631,Kiara Aiesha Victoria Richmon,Jamaica,4-Feb-02,,2019
Sep 14-16,Pan American Championships,AA,11.667,9.4,9.167,10.033,40.267,Kiara Aiesha Victoria Richmon,Jamaica,4-Feb-02,,2019
Feb 14-16,Excalibur National Qualifier,AA,13.55,11.7,13,10.45,48.7,Alana Walker,Jamaica,6-Aug-06,,2021
Feb 7-9,Brestyan’s National Qualifier,AA,13.3,12.2,12.45,10.5,48.45,Alana Walker,Jamaica,6-Aug-06,,2021
Jun 1-3,Parkettes National Qualifier,AA,13.6,9.5,11.2,12.25,46.55,Alana Walker,Jamaica,6-Aug-06,,2020
Dec 10-11,All-Japan Team Championships,AA,,,13.866,12.933,,Ashikawa Urara,Japan,8-Mar-03,,2023
Jun 18-19,All-Japan Event Championships,EF,,,13.233,,,Ashikawa Urara,Japan,8-Mar-03,,2023
Jun 18-19,All-Japan Event Championships,QF,,,13.033,12.566,,Ashikawa Urara,Japan,8-Mar-03,,2023
May 14-15,NHK Trophy,AA,12.766,10.966,13.133,12.566,49.431,Ashikawa Urara,Japan,8-Mar-03,,2023
Apr 21-24,All-Japan Championships,AA,12.633,12.266,14.133,12.8,51.832,Ashikawa Urara,Japan,8-Mar-03,,2023
Apr 21-24,All-Japan Championships,QF,12.033,12.1,14.2,12.8,51.133,Ashikawa Urara,Japan,8-Mar-03,,2023
Oct 18-24,World Championships,EF,,,14.1,,,Ashikawa Urara,Japan,8-Mar-03,,2022
Oct 18-24,World Championships,QF,,,13.533,,,Ashikawa Urara,Japan,8-Mar-03,,2022
Sep 23-26,All-Japan Senior Championships,AA,13.233,12.166,14.166,12.966,53.531,Ashikawa Urara,Japan,8-Mar-03,,2022
Jul 23-Aug 8,Olympic Games,EF,,,13.733,,,Ashikawa Urara,Japan,8-Mar-03,,2022
Jul 23-Aug 8,Olympic Games,QF,,,13.9,,,Ashikawa Urara,Japan,8-Mar-03,,2022
Jun 5-6,All-Japan Event Championships,QF,,,12.533,,,Ashikawa Urara,Japan,8-Mar-03,,2022
May 15-16,NHK Trophy,AA,13.2,11.933,13.566,12.5,51.199,Ashikawa Urara,Japan,8-Mar-03,,2022
Apr 15-18,All-Japan Championships,AA,13.166,12.066,13.933,12.5,51.665,Ashikawa Urara,Japan,8-Mar-03,,2022
Apr 15-18,All-Japan Championships,QF,13.166,11.933,13.733,12.666,51.498,Ashikawa Urara,Japan,8-Mar-03,,2022
Dec 10-13,All-Japan Championships,AA,13.433,12.233,14.1,12.433,52.199,Ashikawa Urara,Japan,8-Mar-03,,2021
Dec 10-13,All-Japan Championships,QF,13.266,12.133,13.866,12.866,52.131,Ashikawa Urara,Japan,8-Mar-03,,2021
Mar 12-13,Baku World Cup,QF,,,13.85,,,Ashikawa Urara,Japan,8-Mar-03,,2021
Feb 20-23,Melbourne World Cup,EF,,,13.3,,,Ashikawa Urara,Japan,8-Mar-03,,2021
Feb 20-23,Melbourne World Cup,QF,,,13.766,,,Ashikawa Urara,Japan,8-Mar-03,,2021
Nov 21-24,Cottbus World Cup,EF,,,13.7,,,Ashikawa Urara,Japan,8-Mar-03,,2020
Nov 21-24,Cottbus World Cup,QF,,,13.766,,,Ashikawa Urara,Japan,8-Mar-03,,2020
Aug 12-17,All-Japan Junior Championships,AA,12.4,12.033,13.433,12.9,50.766,Ashikawa Urara,Japan,8-Mar-03,,2020
Jun 21-23,All-Japan Event Championships,EF,,,12.733,,,Ashikawa Urara,Japan,8-Mar-03,,2020
Jun 21-23,All-Japan Event Championships,QF,,,13.766,,,Ashikawa Urara,Japan,8-Mar-03,,2020
Apr 26-28,All-Japan Championships,QF,11.8,11.533,12.8,12.333,48.466,Ashikawa Urara,Japan,8-Mar-03,,2020
Mar 2-3,City of Jesolo Trophy,EF,,12.65,12.75,,,Ashikawa Urara,Japan,8-Mar-03,,2020
Mar 2-3,City of Jesolo Trophy,AA,11.933,12.4,13.133,12.4,49.866,Ashikawa Urara,Japan,8-Mar-03,,2020
2-Dec,Japanese World Cup Trials,AA,,,12.85,,,Ashikawa Urara,Japan,8-Mar-03,,2019
Jun 30-Jul 1,All-Japan Event Championships,QF,,,12.3,,,Ashikawa Urara,Japan,8-Mar-03,,2019
Apr 25-28,Asian Junior Championships,EF,,11.2,12.475,,,Ashikawa Urara,Japan,8-Mar-03,,2019
Apr 25-28,Asian Junior Championships,AA,12.2,12.05,13.15,12.85,50.25,Ashikawa Urara,Japan,8-Mar-03,,2019
Jun 24-25,All-Japan Event Championships,EF,,,13.45,,,Ashikawa Urara,Japan,8-Mar-03,,2018
Jun 24-25,All-Japan Event Championships,QF,,,13.25,,,Ashikawa Urara,Japan,8-Mar-03,,2018
Jun 4-5,All-Japan Event Championships,EF,,,13.8,,,Ashikawa Urara,Japan,8-Mar-03,,2017
Jun 4-5,All-Japan Event Championships,QF,,,13.45,,,Ashikawa Urara,Japan,8-Mar-03,,2017
Dec 11-12,All-Japan Team Championships,AA,13.233,12.366,12.966,12.3,50.865,Dobashi Koko,Japan,2-Mar-00,,2022
Apr 15-18,All-Japan Championships,QF,13.6,11.966,11.133,12.033,48.732,Dobashi Koko,Japan,2-Mar-00,,2022
Dec 10-13,All-Japan Championships,QF,13.366,12.666,11.6,12.166,49.798,Dobashi Koko,Japan,2-Mar-00,,2021
Oct 19-23,All-Japan Student Championships,AA,12.833,13.033,12.533,12.133,50.532,Dobashi Koko,Japan,2-Mar-00,,2021
Nov 9-10,All-Japan Team Championships,AA,,12.733,13.166,11.933,,Dobashi Koko,Japan,2-Mar-00,,2020
Aug 20-22,All-Japan Student Championships,EF,,,13.166,12.166,,Dobashi Koko,Japan,2-Mar-00,,2020
Aug 20-22,All-Japan Student Championships,AA,13.2,12.9,13.366,12.566,52.032,Dobashi Koko,Japan,2-Mar-00,,2020
Apr 26-28,All-Japan Championships,QF,11.933,12.033,10.633,12.333,46.932,Dobashi Koko,Japan,2-Mar-00,,2020
May 18-21,Asian Championships,AA,13.45,12.2,12.3,12.25,50.2,Dobashi Koko,Japan,2-Mar-00,,2019
Feb 17-19,WOGA Classic,AA,13.45,11.55,11.9,13.35,50.25,Dobashi Koko,Japan,2-Mar-00,,2019
Dec 10-11,Toyota International,EF,,13.433,,13.666,,Dobashi Koko,Japan,2-Mar-00,,2017
Nov 11-13,All-Japan Team Championships,AA,14.3,13.5,13.55,13.55,54.9,Dobashi Koko,Japan,2-Mar-00,,2017
Jun 4-5,All-Japan Event Championships,QF,,13.2,13.35,13.4,,Dobashi Koko,Japan,2-Mar-00,,2017
5-May,NHK Trophy,AA,14.35,12.55,12.15,13.4,52.45,Dobashi Koko,Japan,2-Mar-00,,2017
Apr 1-3,All-Japan Championships,AA,14.2,13.15,13.4,13.2,53.95,Dobashi Koko,Japan,2-Mar-00,,2017
Apr 1-3,All-Japan Championships,QF,14.4,12.95,13.6,13.3,54.25,Dobashi Koko,Japan,2-Mar-00,,2017
13-Feb,WOGA Classic,AA,14.05,14.05,13.6,11.95,53.65,Dobashi Koko,Japan,2-Mar-00,,2017
Dec 12-13,Toyota International,EF,,12.8,13.65,,,Dobashi Koko,Japan,2-Mar-00,,2016
Sep 22-23,Junior Japan International,EF,14.199*,,12.4,13.766,,Dobashi Koko,Japan,2-Mar-00,,2016
Sep 22-23,Junior Japan International,AA,14.45,13.45,13.8,13.75,55.45,Dobashi Koko,Japan,2-Mar-00,,2016
Jun 20-21,All-Japan Event Championships,EF,,,,13.75,,Dobashi Koko,Japan,2-Mar-00,,2016
Jun 20-21,All-Japan Event Championships,QF,,12.75,13.1,13.85,,Dobashi Koko,Japan,2-Mar-00,,2016
Apr 24-26,All-Japan Championships,QF,13.55,12.85,11.65,14.05,52.1,Dobashi Koko,Japan,2-Mar-00,,2016
Dec 13-14,Toyota International,EF,,12.95,,13.35,,Dobashi Koko,Japan,2-Mar-00,,2015
Nov 1-12,All-Japan Team Championships,QF,13.55,13.3,13.2,13.4,53.45,Dobashi Koko,Japan,2-Mar-00,,2015
Jul 5-6,All-Japan Event Championships,EF,,,,13.2,,Dobashi Koko,Japan,2-Mar-00,,2015
Jul 5-6,All-Japan Event Championships,QF,,,,13,,Dobashi Koko,Japan,2-Mar-00,,2015
Jun 7-8,NHK Trophy,AA,14.1,10.85,11.95,13.05,49.95,Dobashi Koko,Japan,2-Mar-00,,2015
May 9-11,All-Japan Championships,AA,14,12.15,12.85,13.45,52.45,Dobashi Koko,Japan,2-Mar-00,,2015
May 9-11,All-Japan Championships,QF,14.3,12.6,13.15,13.25,53.3,Dobashi Koko,Japan,2-Mar-00,,2015
Jun 29-30,All-Japan Event Championships,EF,,,,12.9,,Dobashi Koko,Japan,2-Mar-00,,2014
Jun 29-30,All-Japan Event Championships,QF,,,12.7,13.35,,Dobashi Koko,Japan,2-Mar-00,,2014
Jun 8-9,NHK Trophy,AA,13.8,10.7,12.55,13,50.05,Dobashi Koko,Japan,2-Mar-00,,2014
May 11-12,All-Japan Championships,AA,13.8,11.1,11.6,13.15,49.65,Dobashi Koko,Japan,2-Mar-00,,2014
Mar 23-24,City of Jesolo Trophy,EF,,,13.1,,,Dobashi Koko,Japan,2-Mar-00,,2014
Mar 23-24,City of Jesolo Trophy,AA,13.45,10.85,13.3,13.2,50.8,Dobashi Koko,Japan,2-Mar-00,,2014
Dec 10-11,All-Japan Team Championships,AA,13.7,13.866,11.8,12.966,52.332,Fukasawa Kokoro,Japan,22-Dec-01,,2023
Oct 29-Nov 6,World Championships,TF,13.6,9.4,,,,Fukasawa Kokoro,Japan,22-Dec-01,,2023
Oct 29-Nov 6,World Championships,QF,13.333,13.5,,,,Fukasawa Kokoro,Japan,22-Dec-01,,2023
Jun 18-19,All-Japan Event Championships,EF,,14.033,,,,Fukasawa Kokoro,Japan,22-Dec-01,,2023
Jun 18-19,All-Japan Event Championships,QF,,14.2,,,,Fukasawa Kokoro,Japan,22-Dec-01,,2023
May 14-15,NHK Trophy,AA,13.366,13.533,12.266,12.7,51.865,Fukasawa Kokoro,Japan,22-Dec-01,,2023
Apr 21-24,All-Japan Championships,AA,13.6,13.466,12.266,12.6,51.932,Fukasawa Kokoro,Japan,22-Dec-01,,2023
Apr 21-24,All-Japan Championships,QF,13.633,14,11.133,12.333,51.099,Fukasawa Kokoro,Japan,22-Dec-01,,2023
Dec 11-12,All-Japan Team Championships,AA,,14.133,,,,Fukasawa Kokoro,Japan,22-Dec-01,,2022
Jun 5-6,All-Japan Event Championships,QF,,12.366,,,,Fukasawa Kokoro,Japan,22-Dec-01,,2022
May 15-16,NHK Trophy,AA,13.866,13.833,12.3,12.1,52.099,Fukasawa Kokoro,Japan,22-Dec-01,,2022
Apr 15-18,All-Japan Championships,AA,13.933,14.066,12.333,12.233,52.565,Fukasawa Kokoro,Japan,22-Dec-01,,2022
Apr 15-18,All-Japan Championships,QF,13.9,14.166,10.733,12.4,51.199,Fukasawa Kokoro,Japan,22-Dec-01,,2022
Dec 10-13,All-Japan Championships,AA,14.133,13.966,11.8,12.533,52.432,Fukasawa Kokoro,Japan,22-Dec-01,,2021
Dec 10-13,All-Japan Championships,QF,14,13.2,12.633,12.533,52.366,Fukasawa Kokoro,Japan,22-Dec-01,,2021
Oct 19-23,All-Japan Student Championships,AA,13.333,12.8,12.4,13.066,51.599,Fukasawa Kokoro,Japan,22-Dec-01,,2021
Feb 20-23,Melbourne World Cup,EF,,10.5,,,,Fukasawa Kokoro,Japan,22-Dec-01,,2021
Feb 20-23,Melbourne World Cup,QF,,12.933,,,,Fukasawa Kokoro,Japan,22-Dec-01,,2021
Nov 21-24,Cottbus World Cup,QF,,11.1,,,,Fukasawa Kokoro,Japan,22-Dec-01,,2020
Nov 9-10,All-Japan Team Championships,AA,13.833,12.233,11.966,12.333,50.365,Fukasawa Kokoro,Japan,22-Dec-01,,2020
Jun 21-23,All-Japan Event Championships,QF,,11.966,,,,Fukasawa Kokoro,Japan,22-Dec-01,,2020
May 19-21,Zhaoqing Challenge Cup,EF,,12.75,10.8,11.95,,Fukasawa Kokoro,Japan,22-Dec-01,,2020
May 19-21,Zhaoqing Challenge Cup,QF,,11.15,12.1,11.95,,Fukasawa Kokoro,Japan,22-Dec-01,,2020
Apr 26-28,All-Japan Championships,QF,13.333,13.3,11.866,11.9,50.399,Fukasawa Kokoro,Japan,22-Dec-01,,2020
Dec 11-12,All-Japan Team Championships,AA,13.566,12.866,12.966,13.333,52.731,Hanashima Natsumi,Japan,7-Feb-01,,2022
Apr 15-18,All-Japan Championships,QF,13.5,11.866,10.933,12.7,48.999,Hanashima Natsumi,Japan,7-Feb-01,,2022
Dec 10-13,All-Japan Championships,AA,13.766,11.566,13.133,13.4,51.865,Hanashima Natsumi,Japan,7-Feb-01,,2021
Dec 10-13,All-Japan Championships,QF,13,13.2,12.633,13.266,52.099,Hanashima Natsumi,Japan,7-Feb-01,,2021
Oct 19-23,All-Japan Student Championships,AA,13.633,13.133,13.233,12.066,52.065,Hanashima Natsumi,Japan,7-Feb-01,,2021
Jan 31-Feb 2,WOGA Classic,AA,13.95,,13.1,13.95,,Hanashima Natsumi,Japan,7-Feb-01,,2021
Nov 9-10,All-Japan Team Championships,AA,13.8,,13,13.166,,Hanashima Natsumi,Japan,7-Feb-01,,2020
Aug 20-22,All-Japan Student Championships,EF,,13.333,12.166,13.3,,Hanashima Natsumi,Japan,7-Feb-01,,2020
Aug 20-22,All-Japan Student Championships,AA,13.666,13.366,13.566,13.133,53.731,Hanashima Natsumi,Japan,7-Feb-01,,2020
Jun 19-22,Asian Championships,EF,,12.833,12.8,13.2,,Hanashima Natsumi,Japan,7-Feb-01,,2020
Jun 19-22,Asian Championships,AA,13.2,13,12.25,12.85,51.3,Hanashima Natsumi,Japan,7-Feb-01,,2020
May 18-19,NHK Trophy,AA,13.433,12.3,12.666,12.766,51.165,Hanashima Natsumi,Japan,7-Feb-01,,2020
Apr 26-28,All-Japan Championships,AA,13.4,12.133,12.466,12.866,50.865,Hanashima Natsumi,Japan,7-Feb-01,,2020
Apr 26-28,All-Japan Championships,QF,13.3,12.2,12.733,13,51.233,Hanashima Natsumi,Japan,7-Feb-01,,2020
Nov 24-25,All-Japan Team Championships,AA,14.866,12.633,12.666,13.033,53.198,Hanashima Natsumi,Japan,7-Feb-01,,2019
Nov 25-26,All-Japan Team Championships,AA,13.55,12.5,12.85,13.45,52.35,Hanashima Natsumi,Japan,7-Feb-01,,2018
Jun 24-25,All-Japan Event Championships,EF,,,13,12.75,,Hanashima Natsumi,Japan,7-Feb-01,,2018
Jun 24-25,All-Japan Event Championships,QF,13.450*,13.15,13.1,12.7,,Hanashima Natsumi,Japan,7-Feb-01,,2018
May 20-21,NHK Trophy,AA,13.35,12.7,13.1,12.5,51.65,Hanashima Natsumi,Japan,7-Feb-01,,2018
Apr 7-9,All-Japan Championships,AA,13.75,12.75,13,13.35,52.85,Hanashima Natsumi,Japan,7-Feb-01,,2018
Apr 7-9,All-Japan Championships,QF,13.8,11.1,13.1,13.3,51.3,Hanashima Natsumi,Japan,7-Feb-01,,2018
Feb 17-19,WOGA Classic,AA,13.7,12.7,13,13.25,52.65,Hanashima Natsumi,Japan,7-Feb-01,,2018
Nov 11-13,All-Japan Team Championships,AA,14.7,12.05,13.5,13.15,53.4,Hanashima Natsumi,Japan,7-Feb-01,,2017
Jun 4-5,All-Japan Event Championships,EF,13.750*,11.8,,13,,Hanashima Natsumi,Japan,7-Feb-01,,2017
Jun 4-5,All-Japan Event Championships,QF,13.875*,13.25,,13.5,,Hanashima Natsumi,Japan,7-Feb-01,,2017
